Incident number,Date,Title,Organization,City,State,URL,Hate Incident,New Incident,Day of Incident,Month of Incident,Year of Incident,Violent,Num Victims,Num Perp,Num Deaths,Issue Identity,Incident City,Incident State,Incident Type,Inc Intensity,Notes
120,2/27/2017,Indiana hate crime bill dies in the Legislature – again,Brown County Democrat,,,http://www.bcdemocrat.com/2017/02/27/in-xgr-hate-crimes-2/,,,,,,,,,,,,,,,
121,2/27/2017,"FBI investigates Jewish cemetery vandalism in Philly - KRTV.com | Great Falls, Montana",KRTV Great Falls News,Great Falls,MT,http://www.krtv.com/story/34618737/fbi-investigates-jewish-cemetery-vandalism-in-philly,,,,,,,,,,,,,,,
122,2/27/2017,Hate Crimes Bill Dies On Senate Floor Without Vote,Northeast Indiana Public Radio,,,http://wboi.org/post/hate-crimes-bill-dies-senate-floor-without-vote,,,,,,,,,,,,,,,
123,2/27/2017,"Georgia Pair, Who Led Racist Attack At Birthday Party, Gets Combined 35-Year Sentence",News One,New York,NY,https://newsone.com/3682225/georgia-pair-who-led-racist-attack-at-birthday-party-gets-combined-35-year-sentence/,,,,,,,,,,,,,,,
124,2/28/2017,St. Louis suburb victimized by cemetery vandalism mulling hate crimes registry,Jewish Telegraphic Agency,New York,NY,http://www.jta.org/2017/02/28/news-opinion/united-states/st-louis-suburb-victimized-by-cemetery-vandalism-mulling-hate-crimes-registry,,,,,,,,,,,,,,,
125,2/28/2017,St. Louis Vandalized Cemetery Town Mulls Anti-Hate-Crime Resolution,Forward,New York,NY,http://forward.com/fast-forward/364375/st-louis-vandalized-cemetery-town-mulls-anti-hate-crime-resolution/,,,,,,,,,,,,,,,
126,2/28/2017,Kansas Shooting Aftermath: How Do Students in US Universities Feel,Yahoo News,Altadena,California,https://in.news.yahoo.com/kansas-shooting-aftermath-students-us-144339102.html,,,,,,,,,,,,,,,
127,2/28/2017,Clinton Calls On Trump To Speak Out Against Hate Crimes,RTT News,Washington DC,NY,http://www.rttnews.com/2749477/clinton-calls-on-trump-to-speak-out-against-hate-crimes.aspx,,,,,,,,,,,,,,,
128,2/28/2017,American who tried to stop Kansas shooting says 'happy to risk my life',The Times,,,http://tuckermantimes.com/american-who-tried-to-stop-kansas-shooting-says-happy-to-risk-my-life/116573/,,,,,,,,,,,,,,,
129,2/28/2017,"They terrorized a black child's party, then cried when a judge read their sentences",Sacramento Bee,Sacramento,CA,http://www.sacbee.com/news/nation-world/national/article135427529.html,,,,,,,,,,,,,,,
130,2/28/2017,"Shot fired through Evansville temple, FBI says likely a hate crime",WAVE 3,Louisville,KY,http://www.wave3.com/story/34625251/shot-fired-through-evansville-temple-fbi-says-likely-a-hate-crime,,,,,,,,,,,,,,,
131,2/28/2017,"New York confronts hate crimes with text reporting and $5,000 bounties",StateScoop,,,http://statescoop.com/new-york-confronts-hate-crimes-with-a-text-line-and-5-000-bounties,,,,,,,,,,,,,,,
132,2/28/2017,Indiana bill stiffening hate crime penalties fails in Senate,WSAU,Wausau,Wisconsin,http://wsau.com/news/articles/2017/feb/28/indiana-bill-stiffening-hate-crime-penalties-fails-in-senate/,,,,,,,,,,,,,,,
133,2/28/2017,Hate crime bill dies in the Legislature again,Chesterton Tribune,Chesterton,IN,http://chestertontribune.com/Indiana%20News/hate_crime_bill_dies_in_the_legi.htm,,,,,,,,,,,,,,,
134,2/28/2017,The Latest: FBI probes Kansas bar shooting as hate crime,WWSB ABC 7,Sarasota,FL,http://www.mysuncoast.com/ap/domestic/the-latest-fbi-probes-kansas-bar-shooting-as-hate-crime/article_3c3a3f59-769e-570c-849b-784e4819ae53.html,,,,,,,,,,,,,,,
135,2/28/2017,The Latest: Trump condemns Kansas bar shooting in speech,ABC News,,,http://abcnews.go.com/US/wireStory/latest-fbi-probes-kansas-bar-shooting-hate-crime-45808324,,,,,,,,,,,,,,,
136,2/28/2017,FBI investigating shootings of Indian men in Kansas as hate crime,One America News Network,,,http://www.oann.com/fbi-says-probing-shooting-of-two-indian-men-in-kansas-as-a-hate-crime/,,,,,,,,,,,,,,,
137,2/28/2017,FBI probes Kansas bar shooting as hate crime,WKYT,Lexington,KY,http://www.wkyt.com/content/news/FBI-probes-Kansas-bar-shooting-as-hate-crime-415014303.html,,,,,,,,,,,,,,,
138,2/28/2017,"White House condemns Kansas attack, calls it 'racially motivated'",WCTI12.com,New Bern,NC,http://www.wcti12.com/news/national/white-house-condemns-kansas-attack-calls-it-racially-motivated/366371745,,,,,,,,,,,,,,,
139,2/28/2017,Hate crimes spike in US,Sonoma State Star,Sonoma,CA,http://www.sonomastatestar.com/opinion/2017/2/28/hate-crimes-spike-in-us,,,,,,,,,,,,,,,
140,2/28/2017,Trump reportedly will break his silence on Kansas shooting of 2 engineers from India,News & Observer,Raleigh,NC,http://www.newsobserver.com/news/nation-world/national/article135560438.html,,,,,,,,,,,,,,,
141,2/28/2017,FBI investigating Kansas triple shooting that killed 1 as a hate crime,1340 WJOL,Will County,Illinois,http://www.wjol.com/syndicated-article?id=318898,,,,,,,,,,,,,,,
142,2/28/2017,FBI investigating Kansas bar shooting as hate crime,WDEF News 12,Chattanooga,TN,http://www.wdef.com/2017/02/28/fbi-investigating-kansas-bar-shooting-as-hate-crime/,,,,,,,,,,,,,,,
143,2/28/2017,Dealing with hate: Can America's truth and reconciliation commissions help?,NewsOK.com,Oklahoma City,OK,http://newsok.com/dealing-with-hate-can-americas-truth-and-reconciliation-commissions-help/article/feed/1176306,,,,,,,,,,,,,,,
144,2/28/2017,FBI Investigating Kansas Shooting of Indian Men as Hate Crime,Indo American News,Houston,TX,http://www.indoamerican-news.com/f-b-i-investigating-kansas-shooting-of-indian-men-as-hate-crime/,,,,,,,,,,,,,,,
145,3/1/2017,Arrest made in 'You live in Trump country now' gay-bashing attack,Miami Herald,Miami,FL,http://www.miamiherald.com/news/local/community/florida-keys/article135654693.html,,,,,,,,,,,,,,,
146,3/1/2017,Keith Ellison calls on attorney general to investigate cemetery desecration as hate crime,Jewish Telegraphic Agency,New York,NY,http://www.jta.org/2017/03/01/news-opinion/politics/keith-ellison-calls-on-attorney-general-to-investigate-cemetery-desecration-as-hate-crime,,,,,,,,,,,,,,,
147,3/1/2017,Hate-crime victim to defendants: 'Why you crying now?',ActionNewsJax.com,Jacksonville,FL,http://www.actionnewsjax.com/news/trending-now/hatecrime-victim-to-defendants-why-you-crying-now/498595453,,,,,,,,,,,,,,,
148,3/1/2017,Police obtain hate crime arrest warrant for moped riding Trump supporter,GayToday,Cocoa,FL,http://gaytoday.com/index.php/2017/03/01/police-obtain-hate-crime-arrest-warrant-for-moped-riding-trump-supporter/,,,,,,,,,,,,,,,
149,3/1/2017,Hillcrest vigil to be held for trans people killed in 2017 on March 2,San Diego Gay & Lesbian News,San Diego,CA,http://sdgln.com/causes/2017/03/01/hillcrest-vigil-be-held-trans-people-killed-2017-march-2,,,,,,,,,,,,,,,
150,3/1/2017,"NYPD reports sharp uptick in hate crimes, particularly anti-Semitism",WABC-TV,New York,NY,http://abc7ny.com/news/nypd-reports-uptick-in-hate-crimes-particularly-anti-semitism/1779685/,,,,,,,,,,,,,,,
151,3/1/2017,"55 Percent Increase in Hate Crimes in NYC, NYPD Says",NY1,,NY,http://www.ny1.com/nyc/all-boroughs/news/2017/03/1/55-percent-increase-in-hate-crimes-in-nyc--nypd-says.html,,,,,,,,,,,,,,,
152,3/2/2017,Indian American Congressman urges Sessions to combat hate crimes,India New England,Waltham,MA,http://indianewengland.com/2017/03/indian-american-congressman-urges-sessions-combat-hate-crimes/,,,,,,,,,,,,,,,
153,3/2/2017,Indian American girl racially abused in New York train,The American Bazaar,Washington,DC,https://www.americanbazaaronline.com/2017/03/02/indian-american-girl-racially-abused-in-new-york-train423030/,,,,,,,,,,,,,,,
154,3/2/2017,Spain Seizes Catholic Bus For Potential 'Hate Crimes' in Dustup Over Transgender Rights,Heat Street,,,https://heatst.com/culture-wars/bus-with-anti-transgender-slogan-is-impounded-by-authorities-in-spain/,,,,,,,,,,,,,,,
155,3/2/2017,Muslim Community Center sponsors symposium on tolerance,Montgomery County Sentinel,Rockville,MD,http://www.thesentinel.com/mont/newsx/local/item/4901-muslim-community-center-sponsors-symposium-on-tolerance,,,,,,,,,,,,,,,
156,3/2/2017,Spain's capital bans bus with anti-transgender message,Reuters,,,http://in.reuters.com/article/spain-protest-transgender-idINKBN1691QP,,,,,,,,,,,,,,,
157,3/2/2017,Police Arrest Trump Supporter Suspected in Key West Gay Bashing,Towleroad,New York,NY,http://www.towleroad.com/2017/03/key-west-trump/,,,,,,,,,,,,,,,
158,3/2/2017,Hatewatch Headlines 3/2/2017,Southern Poverty Law Center,Montgomery,AL,https://www.splcenter.org/hatewatch/2017/03/02/hatewatch-headlines-322017,,,,,,,,,,,,,,,
159,3/2/2017,25 Senators urge Trump administration to respond to 'alarming increase' in hate violence,The Hill,Washington,DC,http://origin-nyi.thehill.com/homenews/senate/321964-25-senators-urge-trump-administration-to-respond-to-alarming-increase-in-hate,,,,,,,,,,,,,,,
160,3/2/2017,WSW: Speaking Up Against Hate Crimes,WMUK,Kalamazoo,Michigan,http://wmuk.org/post/wsw-speaking-against-hate-crimes,,,,,,,,,,,,,,,
161,3/2/2017,Jewish cemetery vandalized; Cuomo starts investigation,Rochester Democrat and Chronicle,Rochester,NY,http://www.democratandchronicle.com/story/news/2017/03/02/jewish-cemetery-vandalized-rochester/98626108/,,,,,,,,,,,,,,,
162,3/2/2017,Anti-hate rally set in Philadelphia after cemetery vandalism,Pocono Record,Stroudsburg,PA,http://www.poconorecord.com/news/20170302/hundreds-rally-against-hate-after-cemetery-damage-threats,,,,,,,,,,,,,,,
163,3/2/2017,"Hundreds rally against hate after cemetery damage, threats",Yahoo News,Altadena,California,https://www.yahoo.com/news/anti-hate-rally-set-philadelphia-cemetery-vandalism-153102167.html,,,,,,,,,,,,,,,
164,3/2/2017,Blue Lives Matter' Bill Headed To Full Kentucky Senate,WKMS,Murray,KY,http://wkms.org/post/blue-lives-matter-bill-headed-full-kentucky-senate,,,,,,,,,,,,,,,
165,3/2/2017,Richlands man charged in 'You live in Trump country now' gay-bashing attack,WITN,,,http://www.witn.com/content/news/Richlands-man-charged-in-You-live-in-Trump-country-now-gay-bashing-attack--415225773.html,,,,,,,,,,,,,,,
166,3/2/2017,Trump Administration Urged to Investigate Wave of Attacks as Hate Crimes,eNews Park Forest,Park Forest,IL,https://enewspf.com/2017/03/02/trump-administration-urged-investigate-wave-attacks-hate-crimes/,,,,,,,,,,,,,,,
167,3/2/2017,Area bizman sees prez speak,Queens Chronicle,Queens,NY,http://www.qchron.com/editions/queenswide/area-bizman-sees-prez-speak/article_81858a47-fccc-52f4-a620-40c019e9297c.html,,,,,,,,,,,,,,,
168,3/2/2017,What a white terror spree in '80s Seattle says about threats of anti-Semitism today,KUOW News and Information,Seattle,Washington,http://kuow.org/post/what-white-terror-spree-80s-seattle-says-about-threats-anti-semitism-today,,,,,,,,,,,,,,,
169,3/2/2017,25 Senators Pushing Justice Dept. to Crack Down on Hate Violence,Newsmax,West Palm Beach,FL,http://www.newsmax.com/Newsfront/Senators-Letter-State-DeptHate-Violence/2017/03/02/id/776526/,,,,,,,,,,,,,,,
170,3/2/2017,Hate crimes talk in Ozone Park,Queens Chronicle,Queens,NY,http://www.qchron.com/editions/south/hate-crimes-talk-in-ozone-park/article_051c2175-9bee-5d18-b222-ff5a89a82369.html,,,,,,,,,,,,,,,
171,3/2/2017,"WestSouthwest March 2, 2017",WMUK,Kalamazoo,Michigan,http://wmuk.org/post/westsouthwest-march-2-2017,,,,,,,,,,,,,,,
172,3/2/2017,Far West Side man indicted for hate crime in desecration of mosque,Columbus Dispatch,Columbus,OH,http://www.dispatch.com/news/20170302/far-west-side-man-indicted-for-hate-crime-in-desecration-of-mosque,,,,,,,,,,,,,,,
173,3/2/2017,"Another Jewish cemetery attacked – in Rochester, NY",The Jewish Standard,,,http://jewishstandard.timesofisrael.com/another-jewish-cemetery-attacked-in-rochester-ny/,,,,,,,,,,,,,,,
174,3/2/2017,Anti-Semitic Hate Crimes Spike in New York City,TIME,,,http://time.com/4688420/anti-semitic-hate-crimes-new-york-city/,,,,,,,,,,,,,,,
175,3/2/2017,"Crime in NYC continues to drop but hate crimes spike, NYPD boss says in visit to Astoria",QNS.com,,,http://qns.com/story/2017/03/02/crime-nyc-continues-drop-hate-crimes-spike-nypd-boss-says-visit-astoria/,,,,,,,,,,,,,,,
176,3/2/2017,NYPD: Anti-Semitic Incidents Up 94% Over This Time Last Year,Jewish Week,,,http://jewishweek.timesofisrael.com/nypd-anti-semitic-incidents-are-up-94-over-this-time-last-year/,,,,,,,,,,,,,,,
177,3/2/2017,"Hundreds rally against hate after cemetery damage, threats - KSBY.com | San Luis Obispo and Santa Barbara Area News",KSBY San Luis Obispo News,San Luis Obispo,CA,http://www.ksby.com/story/34649969/hundreds-rally-against-hate-after-cemetery-damage-threats,,,,,,,,,,,,,,,
178,3/2/2017,"Hundreds rally against hate after cemetery damage, threats - WAOW - Newsline 9, Wausau News, Weather, Sports",WAOW,Wausau,WI,http://www.waow.com/story/34649969/hundreds-rally-against-hate-after-cemetery-damage-threats,,,,,,,,,,,,,,,
179,3/2/2017,"Hundreds rally against hate after cemetery damage, threats - Fox29 WFLX TV, West Palm Beach, FL-news & weather",wflx,West Palm Beach,FL,http://www.wflx.com/story/34649969/hundreds-rally-against-hate-after-cemetery-damage-threats,,,,,,,,,,,,,,,
180,3/2/2017,"Hundreds rally against hate after cemetery damage, threats - News, Weather and Sports for Lincoln, NE; KLKNTV.com",KLKN,Lincoln,NE,http://www.klkntv.com/story/34649969/hundreds-rally-against-hate-after-cemetery-damage-threats,,,,,,,,,,,,,,,
181,3/2/2017,"Hundreds rally against hate after cemetery damage, threats - LEX18.com | Continuous News and StormTracker Weather",LEX18 Lexington KY News,Lexington,KY,http://www.lex18.com/story/34649969/hundreds-rally-against-hate-after-cemetery-damage-threats,,,,,,,,,,,,,,,
182,3/2/2017,"Hundreds rally against hate after cemetery damage, threats - WREX.com – Rockford's News Leader",WREX-TV,Rockford,IL,http://www.wrex.com/story/34649969/hundreds-rally-against-hate-after-cemetery-damage-threats,,,,,,,,,,,,,,,
183,3/2/2017,"Hundreds rally against hate after cemetery damage, threats - KOAA.com | Continuous News | Colorado Springs and Pueblo",KOAA.com Colorado Springs and Pueblo News,Colorado Springs,Colorado,http://www.koaa.com/story/34649969/hundreds-rally-against-hate-after-cemetery-damage-threats,,,,,,,,,,,,,,,
184,3/2/2017,"Heller, colleague file bill to stiffen penalties for hate crimes",Las Vegas Review-Journal,Las Vegas,NV,http://www.reviewjournal.com/news/politics-and-government/nevada/heller-colleague-file-bill-stiffen-penalties-hate-crimes,,,,,,,,,,,,,,,
185,3/2/2017,Two women charged with hate crime after attack on Denver RTD bus driver,The Denver Post,Denver,CO,http://www.denverpost.com/2017/03/02/hate-crime-denver-rtd-bus-driver/,,,,,,,,,,,,,,,
186,3/2/2017,Police arrest Trump supporter wanted in attack on gay couple in Key West,LGBTQ Nation,Phoenix,AZ,http://www.lgbtqnation.com/2017/03/police-arrest-trump-supporter-wanted-attack-gay-couple-key-west/,,,,,,,,,,,,,,,
187,3/2/2017,Man Accused Of Vandalizing Columbus Mosque Charged With Hate Crime,WOSU Public Media,Columbus,OH,http://radio.wosu.org/post/man-accused-vandalizing-columbus-mosque-charged-hate-crime,,,,,,,,,,,,,,,
188,3/2/2017,Madrid Anti-Transgender Bus Impounded by Officials,Newsmax,West Palm Beach,FL,http://www.newsmax.com/TheWire/madrid-anti-transgender-bus-impounded/2017/03/02/id/776573/,,,,,,,,,,,,,,,
189,3/2/2017,Hate crimes in New York City have skyrocketed this year,ThinkProgress,Washington,DC,https://thinkprogress.org/hate-crimes-in-new-york-city-have-skyrocketed-this-year-907ffb24cac8,,,,,,,,,,,,,,,
190,3/2/2017,"Mexican-Jewish hate crime victim? 'Illegal' painted, family in US for genertions",MyNewsLA.com,Los Angeles,CA,http://mynewsla.com/crime/2017/03/02/mexican-jewish-hate-crime-victim-illegal-painted-family-in-us-for-genertions/,,,,,,,,,,,,,,,
191,3/2/2017,Hundreds Of New Yorkers Are Taking Classes To Defend Their Muslim Neighbors,Huffington Post,New York,NY,http://www.huffingtonpost.com/entry/accompany-project-bystander-training_us_58b5b19fe4b0a8a9b7868733,,,,,,,,,,,,,,,
192,3/2/2017,Senators Urge Trump Administration to Fight Hate Crimes,TIME,,,http://time.com/4689093/sessions-trump-hate-crimes-anti-semitism/,,,,,,,,,,,,,,,
193,3/2/2017,"Hundreds join Philadelphia rally after Jewish cemetery vandalism, threats",Las Vegas Review-Journal,Las Vegas,NV,http://www.reviewjournal.com/news/nation-and-world/hundreds-join-philadelphia-rally-after-jewish-cemetery-vandalism-threats,,,,,,,,,,,,,,,
194,3/2/2017,New York Indian American Woman Says Was Racially Abused on PATH Subway,India West,San Leandro,CA,http://www.indiawest.com/news/global_indian/new-york-indian-american-woman-says-was-racially-abused-on/article_b63bf0b0-ff89-11e6-949f-1bb33dedb76f.html,,,,,,,,,,,,,,,
195,3/2/2017,McLean Man Arrested for Hate Crime,Virginia Connection Newspapers,,VA,http://www.connectionnewspapers.com/news/2017/mar/02/mclean-man-arrested-hate-crime/,,,,,,,,,,,,,,,
196,3/2/2017,Mom Writes To Ivanka Trump After Jewish Daycares Receive Terrifying Bomb Threats,Romper,,,https://www.romper.com/p/mom-writes-to-ivanka-trump-after-jewish-daycares-receive-terrifying-bomb-threats-41913,,,,,,,,,,,,,,,
197,3/2/2017,"Richlands man arrested, to be extradited to Florida for hate crime charge",WCTI12.com,New Bern,NC,http://www.wcti12.com/news/local-news/onslow/richlands-man-arrested-to-be-extradited-to-florida-for-hate-crime-charge/370082960,,,,,,,,,,,,,,,
198,3/2/2017,NYPD: Subway Rider Punched In The Face & Told To 'Go Back' To Mexico In Possible Hate Crime,Gothamist,New York,New York,http://gothamist.com/2017/03/02/man_punched_on_subway_was_told_to_g.php,,,,,,,,,,,,,,,
199,3/2/2017,"Jewish cemetery vandalized in New York, third case in two weeks",Yahoo News,Altadena,California,https://www.yahoo.com/news/cuomo-orders-police-probe-vandalism-jewish-cemetery-york-213402555.html,,,,,,,,,,,,,,,
200,3/2/2017,Senate fails to advance penalty enhancement for bias-motivated crimes,nwitimes.com,Munster,IN,http://www.nwitimes.com/news/local/govt-and-politics/senate-fails-to-advance-penalty-enhancement-for-bias-motivated-crimes/article_a5ed3d09-4f2d-53ea-b6ae-38fd4b871af4.html,,,,,,,,,,,,,,,
